marca,modelo,Año,Precio,Color,Combustible,Rendimiento,Transmisión,Cantidad,Motor,agencia_id,estado_agencia,municipio_agencia,tipo_vehiculo,descripcion,array_fotografias,grupo_automotriz_id,grupo_automotriz,gerente_id
JMC,S106,2023,"$22,587",Beige,Eléctrico,851,Automático,6,1.9L I2,100030,Yucatán,Mérida,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,843602,BMW,579142
Lifan,Mustang,2017,"$98,329",Turquoise,Gasolina,736,Manual,2,2.8L I6,100031,Zacatecas, Zacatecas,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,170983,Lexus,314295
MG,X53,2016,"$63,825",Pink,Eléctrico,640,Manual,8,3.4L V8,100032,Ciudad de México,Cuauhtémoc,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,734921,Fiat,674081
Proton,Edge,2003,"$29,058",Red,Gasolina,583,Manual,4,1.1L I3,100001,Aguascalientes,Aguascalientes,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,483925,Hyundai,819354
Perodua,Enclave,2013,"$26,459",White,Eléctrico,294,Manual,1,2.1L I6,100002,Baja California,Mexicali,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,739102,Jaguar,506291
SsangYong,Grand Cherokee,2014,"$63,066",Silver,Gasolina,472,Manual,10,4.3L V8,100003,Baja California Sur,La Paz,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,287651,Tesla,246835
Mahindra,Optima,2006,"$80,145",Black,Eléctrico,621,Manual,7,1.7L I2,100004,Campeche,Campeche,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,921473,Chevrolet,981623
Isuzu,CX-51,2021,"$92,124",Blue,Eléctrico,873,Manual,3,2.9L I6,100005,Chiapas,Tuxtla Gutiérrez,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,564218,Audi,732568
Hino,Bolt EV,2002,"$10,212",Green,Gasolina,215,Manual,6,3.5L V12,100006,Chihuahua,Chihuahua,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,387102,Dodge,135907
Scania,Explorer,2000,"$51,173",Gray,Gasolina,991,Automático,9,1.2L I2,100007,Coahuila,Saltillo,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,913276,Subaru,840716
MAN,Encore,2020,"$70,024",Yellow,Gasolina,725,Manual,8,2.2L I8,100008,Colima,Colima,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,625491,BMW,579142
Volvo Trucks,Telluride,2012,"$79,618",Brown,Eléctrico,624,Automático,4,4.0L V12,100009,Durango,Durango,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,891635,Lexus,314295
Mack Trucks,Tucson,2015,"$20,011",Orange,Gasolina,802,Manual,1,1.4L I1,100010,Guanajuato,Guanajuato,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,154830,Fiat,674081
Peterbilt,Tiguan,2004,"$75,869",Red,Eléctrico,517,Automático,7,2.3L I8,100011,Guerrero,Chilpancingo de los Bravo,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,792361,Hyundai,819354
Kenworth,Odyssey,2007,"$73,499",White,Gasolina,188,Automático,3,4.1L V12,100012,Hidalgo, Pachuca de Soto,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,340725,Jaguar,506291
Freightliner,CT52,2019,"$74,249",Silver,Eléctrico,925,Manual,6,1.5L I1,100013,Jalisco,Guadalajara,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,628914,Tesla,246835
International,E-Class,2011,"$19,706",Black,Eléctrico,398,Manual,2,2.6L I8,100014,México,Toluca,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,471069,Chevrolet,981623
Western Star,Tiguan Limited,2013,"$11,085",Blue,Gasolina,768,Manual,8,3.3L V12,100015,Michoacán, Morelia,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,840527,Audi,732568
Iveco,F-196,2018,"$39,880",Green,Eléctrico,673,Manual,10,1.0L I0,100016,Morelos,Cuernavaca,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,172935,Dodge,135907
Renault Trucks,QX106,2009,"$63,859",Gray,Gasolina,956,Manual,9,2.4L I8,100017,Nayarit,Tepic,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,739128,Subaru,840716
DAF,G116,2014,"$47,295",Yellow,Eléctrico,117,Manual,1,3.8L V12,100018,Nuevo León,Monterrey,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,285401,BMW,579142
Tatra,RX 396,2016,"$10,123",Brown,Eléctrico,637,Manual,7,1.6L I1,100019,Oaxaca,Oaxaca de Juárez,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,941702,Lexus,314295
ZIL,Forte,2022,"$49,179",Orange,Gasolina,540,Manual,3,2.7L I8,100020,Puebla,Puebla,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,568314,Fiat,674081
Kamaz,Outback,2010,"$14,784",Purple,Eléctrico,858,Automático,6,4.2L V12,100021,Querétaro,Santiago de Querétaro,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,395216,Hyundai,819354
UAZ,Escape,2005,"$92,791",Gold,Gasolina,120,Automático,2,1.9L I1,100022,Quintana Roo,Othón P. Blanco,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,918275,Jaguar,506291
VAZ,Acadia,2021,"$43,142",Beige,Gasolina,440,Automático,8,2.8L I8,100023,San Luis Potosí,San Luis Potosí,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,620143,Tesla,246835
Moskvich,1546 Classic,2001,"$29,077",Turquoise,Gasolina,278,Automático,10,3.4L V12,100024,Sinaloa,Culiacán,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,897604,Chevrolet,981623
Trabant,Arteon,2003,"$37,638",Pink,Eléctrico,564,Manual,4,1.1L I2,100025,Sonora,Hermosillo,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,151278,Audi,732568
Wartburg,GLE-Class,2020,"$51,750",Red,Gasolina,996,Automático,1,2.1L I8,100026,Tabasco,Centro,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,789032,Dodge,135907
DKW,Bolt EUV,2000,"$23,283",White,Eléctrico,201,Manual,7,4.3L V12,100027,Tamaulipas,Victoria,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,346219,Subaru,840716
Borgward,XC136,2008,"$17,501",Silver,Gasolina,391,Manual,3,1.7L I1,100028,Tlaxcala,Tlaxcala de Xicohténcatl,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,632518,BMW,579142
NSU,ES 396,2017,"$78,284",Black,Eléctrico,326,Manual,6,2.9L I8,100029,Veracruz,Xalapa,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,478936,Lexus,314295
Auto Union,Durango,2015,"$27,897",Blue,Eléctrico,211,Manual,9,3.5L W16,100030,Yucatán,Mérida,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,843602,Fiat,674081
Maybach,Pathfinder,2016,"$70,429",Green,Gasolina,824,Manual,8,1.2L I1,100031,Zacatecas, Zacatecas,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,170983,Hyundai,819354
Horch,Passat,2018,"$34,670",Gray,Eléctrico,757,Automático,4,2.2L I12,100032,Ciudad de México,Cuauhtémoc,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,734921,Jaguar,506291
Wanderer,Compass,2006,"$55,978",Yellow,Gasolina,315,Manual,1,4.0L W16,100001,Aguascalientes,Aguascalientes,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,483925,Tesla,246835
Autozam,Terrain,2012,"$47,506",Brown,Eléctrico,710,Automático,10,1.4L I0,100002,Baja California,Mexicali,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,739102,Chevrolet,981623
Innocenti,Santa Fe,2019,"$23,967",Orange,Eléctrico,538,Automático,7,2.3L I12,100003,Baja California Sur,La Paz,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,287651,Audi,732568
DeLorean,Renegade,2014,"$50,390",Red,Gasolina,477,Automático,3,1.8L I4,100004,Campeche,Campeche,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,921473,Dodge,135907
Nissan,QX126,2013,"$32,855",White,Eléctrico,842,Automático,6,2.0L I4,100005,Chiapas,Tuxtla Gutiérrez,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,564218,Subaru,840716
Ford,Terrain,2011,"$26,456",Silver,Gasolina,972,Automático,2,3.5L V6,100006,Chihuahua,Chihuahua,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,387102,BMW,579142
Toyota,Sorento,2009,"$94,438",Black,Gasolina,283,Manual,8,1.6L I4,100007,Coahuila,Saltillo,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,913276,Lexus,314295
BMW,RDX,2005,"$17,648",Blue,Gasolina,184,Manual,4,2.5L V6,100008,Colima,Colima,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,625491,Fiat,674081
Chevrolet,Yukon,2002,"$78,225",Green,Eléctrico,596,Automático,1,2.2L I4,100009,Durango,Durango,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,891635,Hyundai,819354
Mercedes-Benz,Encore GX,2023,"$13,232",Gray,Gasolina,779,Manual,10,3.0L V6,100010,Guanajuato,Guanajuato,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,154830,Jaguar,506291
Honda,RAV4 Hybrid,2004,"$22,383",Yellow,Eléctrico,441,Manual,7,1.4L I4,100011,Guerrero,Chilpancingo de los Bravo,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,792361,Tesla,246835
Audi,GLC-Class,2010,"$29,974",Brown,Gasolina,181,Manual,3,2.4L I4,100012,Hidalgo, Pachuca de Soto,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,340725,Chevrolet,981623
Volkswagen,NX 346,2012,"$31,478",Orange,Eléctrico,846,Manual,6,2.8L V6,100013,Jalisco,Guadalajara,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,628914,Audi,732568
Porsche,CR-V,2015,"$85,573",Purple,Gasolina,665,Manual,9,1.5L I4,100014,México,Toluca,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,471069,Dodge,135907
Volvo,X49,2016,"$17,319",Gold,Eléctrico,981,Automático,8,3.6L V6,100015,Michoacán, Morelia,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,840527,Subaru,840716
Jeep,Kona,2011,"$45,662",Beige,Gasolina,508,Automático,4,1.0L I3,100016,Morelos,Cuernavaca,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,172935,BMW,579142
Hyundai,Atlas Cross Sport,2001,"$98,527",Turquoise,Eléctrico,935,Automático,1,2.3L I4,100017,Nayarit,Tepic,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,739128,Lexus,314295
Kia,Explorer ST,2019,"$61,547",Pink,Eléctrico,722,Automático,7,3.2L V6,100018,Nuevo León,Monterrey,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,285401,Fiat,674081
Mazda,X51,2021,"$20,296",Red,Gasolina,903,Automático,3,1.9L I4,100019,Oaxaca,Oaxaca de Juárez,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,941702,Hyundai,819354
Ferrari,Edge ST,2000,"$61,559",White,Eléctrico,359,Manual,6,2.7L V6,100020,Puebla,Puebla,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,568314,Jaguar,506291
Lamborghini,QX96,2014,"$16,492",Silver,Gasolina,719,Manual,2,4.0L V6,100021,Querétaro,Santiago de Querétaro,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,395216,Tesla,246835
Dodge,XT51,2003,"$85,231",Black,Gasolina,376,Manual,8,1.3L I4,100022,Quintana Roo,Othón P. Blanco,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,918275,Chevrolet,981623
Lexus,Terrain,2006,"$33,721",Blue,Gasolina,523,Manual,4,2.6L I4,100023,San Luis Potosí,San Luis Potosí,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,620143,Audi,732568
Aston Martin,Renegade,2008,"$32,682",Green,Eléctrico,815,Automático,1,3.7L V6,100024,Sinaloa,Culiacán,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,897604,Dodge,135907
Tesla,GLE-Class Coupe,2013,"$54,932",Gray,Gasolina,938,Manual,10,1.7L I4,100025,Sonora,Hermosillo,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,151278,Subaru,840716
Cadillac,Rogue,2017,"$34,511",Yellow,Eléctrico,726,Manual,7,2.1L I4,100026,Tabasco,Centro,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,789032,BMW,579142
Buick,Blazer,2018,"$45,426",Brown,Gasolina,217,Manual,3,2.9L V6,100027,Tamaulipas,Victoria,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,346219,Lexus,314295
Infiniti,Terrain,2012,"$62,134",Orange,Eléctrico,628,Automático,6,1.2L I4,100028,Tlaxcala,Tlaxcala de Xicohténcatl,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,632518,Fiat,674081
GMC,Fusion,2016,"$19,907",Red,Eléctrico,479,Manual,9,2.5L I4,100029,Veracruz,Xalapa,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,478936,Hyundai,819354
Rolls-Royce,Highlander,2010,"$60,392",White,Gasolina,762,Manual,8,3.1L V6,100030,Yucatán,Mérida,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,843602,Jaguar,506291
Land Rover,Charger,2015,"$16,277",Silver,Eléctrico,335,Manual,4,1.8L I3,100031,Zacatecas, Zacatecas,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,170983,Tesla,246835
Jaguar,Beetle,2011,"$31,979",Black,Gasolina,872,Manual,1,2.2L V6,100032,Ciudad de México,Cuauhtémoc,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,734921,Chevrolet,981623
Subaru,Sentra,2022,"$57,348",Blue,Eléctrico,684,Automático,7,3.9L V6,100001,Aguascalientes,Aguascalientes,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,483925,Audi,732568
Chrysler,Sorento,2007,"$77,358",Green,Eléctrico,585,Manual,3,1.4L I3,100002,Baja California,Mexicali,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,739102,Dodge,135907
Mitsubishi,Fiesta,2004,"$63,689",Gray,Gasolina,147,Manual,6,2.3L V6,100003,Baja California Sur,La Paz,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,287651,Subaru,840716
Maserati,Crosstrek,2009,"$52,931",Yellow,Eléctrico,598,Manual,2,4.1L V6,100004,Campeche,Campeche,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,921473,BMW,579142
Alfa Romeo,Camaro,2016,"$15,554",Brown,Gasolina,944,Manual,8,1.5L I3,100005,Chiapas,Tuxtla Gutiérrez,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,564218,Lexus,314295
Bentley,Q52,2014,"$71,142",Orange,Gasolina,431,Manual,4,2.6L V6,100006,Chihuahua,Chihuahua,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,387102,Fiat,674081
Peugeot,Wrangler,2020,"$30,820",Purple,Gasolina,180,Manual,1,3.3L V6,100007,Coahuila,Saltillo,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,913276,Hyundai,819354
Renault,Impala,2018,"$27,410",Gold,Eléctrico,278,Manual,10,1.0L I2,100008,Colima,Colima,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,625491,Jaguar,506291
Citroen,G127,2002,"$14,380",Beige,Gasolina,927,Manual,7,2.4L V6,100009,Durango,Durango,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,891635,Tesla,246835
Opel,Veloster,2013,"$33,040",Turquoise,Eléctrico,225,Manual,3,3.8L V6,100010,Guanajuato,Guanajuato,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,154830,Chevrolet,981623
Seat,Avalon,2005,"$94,907",Pink,Gasolina,363,Automático,6,1.6L I3,100011,Guerrero,Chilpancingo de los Bravo,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,792361,Audi,732568
Skoda,Malibu,2017,"$20,292",Red,Eléctrico,844,Manual,9,2.7L I4,100012,Hidalgo, Pachuca de Soto,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,340725,Dodge,135907
Fiat,Tundra,2003,"$57,085",White,Eléctrico,437,Manual,8,4.2L V6,100013,Jalisco,Guadalajara,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,628914,Subaru,840716
Smart,4Runner,2023,"$53,527",Silver,Gasolina,212,Manual,4,1.9L I3,100014,México,Toluca,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,471069,BMW,579142
Mini,Stinger,2019,"$68,615",Black,Eléctrico,763,Manual,1,2.8L I4,100015,Michoacán, Morelia,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,840527,Lexus,314295
Lotus,A54,2011,"$35,293",Blue,Gasolina,277,Automático,7,3.4L V6,100016,Morelos,Cuernavaca,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,172935,Fiat,674081
Lada,Atlas,2014,"$77,404",Green,Eléctrico,365,Manual,3,1.1L I4,100017,Nayarit,Tepic,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,739128,Hyundai,819354
Dacia,Sienna,2006,"$20,041",Gray,Eléctrico,828,Manual,6,2.1L V6,100018,Nuevo León,Monterrey,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,285401,Jaguar,506291
Saab,Focus,2018,"$67,108",Yellow,Gasolina,726,Manual,2,4.3L V6,100019,Oaxaca,Oaxaca de Juárez,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,941702,Tesla,246835
Suzuki,C-HR,2007,"$34,559",Brown,Eléctrico,938,Manual,8,1.7L I3,100020,Puebla,Puebla,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,568314,Chevrolet,981623
Tata,Altima,2022,"$54,986",Orange,Gasolina,192,Manual,4,2.9L I4,100021,Querétaro,Santiago de Querétaro,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,395216,Audi,732568
Geely,Q50,2012,"$28,086",Red,Gasolina,765,Manual,1,3.5L V8,100022,Quintana Roo,Othón P. Blanco,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,918275,Dodge,135907
BYD,Blazer,2001,"$20,870",White,Gasolina,501,Manual,10,1.2L I3,100023,San Luis Potosí,San Luis Potosí,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,620143,Subaru,840716
Changan,RAV51,2010,"$63,674",Silver,Eléctrico,930,Manual,7,2.2L I6,100024,Sinaloa,Culiacán,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,897604,BMW,579142
